theme,airline,count,share_within_theme_pct
poor communication,Qantas Airways,11,0.48
poor communication,Asiana Airlines,10,0.44
poor communication,Finnair,10,0.44
poor communication,Sas Scandinavian Airlines,10,0.44
poor communication,Air Transat,9,0.39
poor communication,Alitalia,9,0.39
poor communication,Copa Airlines,9,0.39
poor communication,Egyptair,9,0.39
poor communication,Fiji Airways,9,0.39
poor communication,Lot Polish Airlines,9,0.39
poor communication,Meridiana,9,0.39
poor communication,Porter Airlines,9,0.39
poor communication,Royal Brunei Airlines,9,0.39
poor communication,Scoot,9,0.39
poor communication,Tunisair,9,0.39
poor communication,Virgin America,9,0.39
poor communication,Virgin Atlantic Airways,9,0.39
poor communication,Aegean Airlines,8,0.35
poor communication,Ana All Nippon Airways,8,0.35
poor communication,Cathay Pacific Airways,8,0.35
poor communication,Cebu Pacific,8,0.35
poor communication,Condor Airlines,8,0.35
poor communication,Cubana Airlines,8,0.35
poor communication,Kuwait Airways,8,0.35
poor communication,Liat,8,0.35
poor communication,Tam Airlines,8,0.35
poor communication,Air New Zealand,7,0.31
poor communication,Airasia X,7,0.31
poor communication,Brussels Airlines,7,0.31
poor communication,Hong Kong Airlines,7,0.31
poor communication,Karthago Airlines,7,0.31
poor communication,Lion Air,7,0.31
poor communication,Pegasus Airlines,7,0.31
poor communication,Saudi Arabian Airlines,7,0.31
poor communication,Singapore Airlines,7,0.31
poor communication,South African Airways,7,0.31
poor communication,Ukraine International Airlines,7,0.31
poor communication,Canjet Airlines,6,0.26
poor communication,Gulf Air,6,0.26
poor communication,Hainan Airlines,6,0.26
poor communication,Kulula,6,0.26
poor communication,Philippine Airlines,6,0.26
poor communication,Phuket Air,6,0.26
poor communication,Precision,6,0.26
poor communication,Royal Jordanian Airlines,6,0.26
poor communication,Taca,6,0.26
poor communication,Thai Airways,6,0.26
poor communication,Aeromexico,5,0.22
poor communication,Air Tahiti Nui,5,0.22
poor communication,Bmi British Midland International,5,0.22
poor communication,Continental Airlines,5,0.22
poor communication,Croatia Airlines,5,0.22
poor communication,Csa Czech Airlines,5,0.22
poor communication,Germanwings,5,0.22
poor communication,Jetstar Asia,5,0.22
poor communication,Korean Air,5,0.22
poor communication,Air Malta,4,0.18
poor communication,Air Serbia,4,0.18
poor communication,Arik Air,4,0.18
poor communication,Austrian Airlines,4,0.18
poor communication,Bangkok Airways,4,0.18
poor communication,Caribbean Airlines,4,0.18
poor communication,Estonian Air,4,0.18
poor communication,Goair,4,0.18
poor communication,Indigo Airlines,4,0.18
poor communication,Insel Air,4,0.18
poor communication,Island,4,0.18
poor communication,Oman Air,4,0.18
poor communication,Pia Pakistan International Airlines,4,0.18
poor communication,Rossiya Airlines,4,0.18
poor communication,Shanghai Airlines,4,0.18
poor communication,Spring,4,0.18
poor communication,Sun Country Airlines,4,0.18
poor communication,Swiss International Air Lines,4,0.18
poor communication,Volaris,4,0.18
poor communication,Afriqiyah Airways,3,0.13
poor communication,Air Algerie,3,0.13
poor communication,Air Mauritius,3,0.13
poor communication,Airbaltic,3,0.13
poor communication,American Eagle,3,0.13
poor communication,Azul Linhas Aereas Brasileiras,3,0.13
poor communication,Ba Cityflyer,3,0.13
poor communication,Biman Bangladesh,3,0.13
poor communication,Cityjet,3,0.13
poor communication,Jetstar Pacific,3,0.13
poor communication,Lam Mozambique Airlines,3,0.13
poor communication,Nok Air,3,0.13
poor communication,Rwandair,3,0.13
poor communication,S7 Siberia Airlines,3,0.13
poor communication,Shenzhen Airlines,3,0.13
poor communication,Silkair,3,0.13
poor communication,Sun Express,3,0.13
poor communication,Transaero Airlines,3,0.13
poor communication,Transavia,3,0.13
poor communication,Turkmenistan Airlines,3,0.13
poor communication,Xiamen Airlines,3,0.13
poor communication,Adria Airways,2,0.09
poor communication,Air Koryo,2,0.09
poor communication,Air Macau,2,0.09
poor communication,Air Nostrum,2,0.09
poor communication,Air Seychelles,2,0.09
poor communication,Atlasjet Airlines,2,0.09
poor communication,Aurigny Air,2,0.09
poor communication,Blue Air,2,0.09
poor communication,Eastern Airways,2,0.09
poor communication,El Al Israel Airlines,2,0.09
poor communication,Eurowings,2,0.09
poor communication,Flydubai,2,0.09
poor communication,Hawaiian Airlines,2,0.09
poor communication,Helvetic,2,0.09
poor communication,Japan Airlines,2,0.09
poor communication,Juneyao Airlines,2,0.09
poor communication,Malindo Air,2,0.09
poor communication,Mango,2,0.09
poor communication,Mea Middle East Airlines,2,0.09
poor communication,Montenegro Airlines,2,0.09
poor communication,Olympic Air,2,0.09
poor communication,Openskies,2,0.09
poor communication,Orient Thai,2,0.09
poor communication,Pal Express,2,0.09
poor communication,Qantaslink,2,0.09
poor communication,Santa Barbara,2,0.09
poor communication,Sata Air Azores,2,0.09
poor communication,Sata Internacional,2,0.09
poor communication,Shandong Airlines,2,0.09
poor communication,Sky Airline,2,0.09
poor communication,Smartwings,2,0.09
poor communication,Syrianair,2,0.09
poor communication,Taag Angola Airlines,2,0.09
poor communication,Tacv Cabo,2,0.09
poor communication,Thomas Cook Airlines Scandinavia,2,0.09
poor communication,Transasia Airways,2,0.09
poor communication,Air Arabia,1,0.04
poor communication,Air Astana,1,0.04
poor communication,Air Austral,1,0.04
poor communication,Air Blue,1,0.04
poor communication,Air Dolomiti,1,0.04
poor communication,Air Madagascar,1,0.04
poor communication,Air Mediterranee,1,0.04
poor communication,Air Moldova,1,0.04
poor communication,Air Namibia,1,0.04
poor communication,Air North Yukons Airline,1,0.04
poor communication,Air Zimbabwe,1,0.04
poor communication,Arkia Israeli,1,0.04
poor communication,Bahamasair,1,0.04
poor communication,Belavia,1,0.04
poor communication,Bhutan Airlines,1,0.04
poor communication,Bluexpress,1,0.04
poor communication,Cape Air,1,0.04
poor communication,Central Mountain Air,1,0.04
poor communication,Corendon Airlines,1,0.04
poor communication,Darwin,1,0.04
poor communication,Dragonair,1,0.04
poor communication,Eritrean Airlines,1,0.04
poor communication,Far Eastern,1,0.04
poor communication,Fly540 Com,1,0.04
poor communication,Flynas,1,0.04
poor communication,Free Bird,1,0.04
poor communication,Georgian Airways,1,0.04
poor communication,Gol,1,0.04
poor communication,Intersky,1,0.04
poor communication,Iran Air,1,0.04
poor communication,Iran Aseman,1,0.04
poor communication,Jazeera Airways,1,0.04
poor communication,Lan Peru,1,0.04
poor communication,Libyan Airlines,1,0.04
poor communication,Mahan Air,1,0.04
poor communication,Malm Aviation,1,0.04
poor communication,Martinair,1,0.04
poor communication,Mokulele Airlines,1,0.04
poor communication,Myanmar Airways,1,0.04
poor communication,Okay Airways,1,0.04
poor communication,Peruvian Airlines,1,0.04
poor communication,Sa Express,1,0.04
poor communication,Sichuan Airlines,1,0.04
poor communication,Skywest Airlines,1,0.04
poor communication,Sol Lineas Aereas,1,0.04
poor communication,Spicejet,1,0.04
poor communication,Star Per,1,0.04
poor communication,Surinam Airways,1,0.04
poor communication,Tame,1,0.04
poor communication,Tarom Romanian Airlines,1,0.04
poor communication,Ural Airlines,1,0.04
poor communication,Utair Aviation,1,0.04
poor communication,Volotea,1,0.04
poor communication,Westjet,1,0.04
poor communication,Wideroe,1,0.04
poor communication,Wow Air,1,0.04
poor communication,Yemenia,1,0.04
pricing / compensation dissatisfaction,United Airlines,28,4.79
pricing / compensation dissatisfaction,Spirit Airlines,22,3.77
pricing / compensation dissatisfaction,Frontier Airlines,19,3.25
pricing / compensation dissatisfaction,Sunwing Airlines,18,3.08
pricing / compensation dissatisfaction,Allegiant Air,15,2.57
pricing / compensation dissatisfaction,American Airlines,15,2.57
pricing / compensation dissatisfaction,Jet Airways,14,2.4
pricing / compensation dissatisfaction,Us Airways,14,2.4
pricing / compensation dissatisfaction,British Airways,11,1.88
pricing / compensation dissatisfaction,Norwegian,11,1.88
pricing / compensation dissatisfaction,Air Canada,10,1.71
pricing / compensation dissatisfaction,Air Canada Rouge,10,1.71
pricing / compensation dissatisfaction,Thomas Cook Airlines,10,1.71
pricing / compensation dissatisfaction,Virgin Australia,9,1.54
pricing / compensation dissatisfaction,Vueling Airlines,9,1.54
pricing / compensation dissatisfaction,Delta Air Lines,8,1.37
pricing / compensation dissatisfaction,Philippine Airlines,8,1.37
pricing / compensation dissatisfaction,Thomson Airways,8,1.37
pricing / compensation dissatisfaction,Emirates,7,1.2
pricing / compensation dissatisfaction,Jetstar Airways,7,1.2
pricing / compensation dissatisfaction,Monarch Airlines,7,1.2
pricing / compensation dissatisfaction,Tap Portugal,7,1.2
pricing / compensation dissatisfaction,Aerolineas Argentinas,6,1.03
pricing / compensation dissatisfaction,Air Berlin,6,1.03
pricing / compensation dissatisfaction,Air Transat,6,1.03
pricing / compensation dissatisfaction,Canjet Airlines,6,1.03
pricing / compensation dissatisfaction,Easyjet,6,1.03
pricing / compensation dissatisfaction,Etihad Airways,6,1.03
pricing / compensation dissatisfaction,Jetblue Airways,6,1.03
pricing / compensation dissatisfaction,Royal Air Maroc,6,1.03
pricing / compensation dissatisfaction,Southwest Airlines,6,1.03
pricing / compensation dissatisfaction,Aer Lingus,5,0.86
pricing / compensation dissatisfaction,Air France,5,0.86
pricing / compensation dissatisfaction,Finnair,5,0.86
pricing / compensation dissatisfaction,Iberia,5,0.86
pricing / compensation dissatisfaction,Srilankan Airlines,5,0.86
pricing / compensation dissatisfaction,Turkish Airlines,5,0.86
pricing / compensation dissatisfaction,Airasia,4,0.68
pricing / compensation dissatisfaction,Alaska Airlines,4,0.68
pricing / compensation dissatisfaction,Brussels Airlines,4,0.68
pricing / compensation dissatisfaction,Cathay Pacific Airways,4,0.68
pricing / compensation dissatisfaction,China Eastern Airlines,4,0.68
pricing / compensation dissatisfaction,Copa Airlines,4,0.68
pricing / compensation dissatisfaction,Ethiopian Airlines,4,0.68
pricing / compensation dissatisfaction,Flybe,4,0.68
pricing / compensation dissatisfaction,Icelandair,4,0.68
pricing / compensation dissatisfaction,Kenya Airways,4,0.68
pricing / compensation dissatisfaction,Klm Royal Dutch Airlines,4,0.68
pricing / compensation dissatisfaction,Lufthansa,4,0.68
pricing / compensation dissatisfaction,Porter Airlines,4,0.68
pricing / compensation dissatisfaction,Ryanair,4,0.68
pricing / compensation dissatisfaction,Scoot,4,0.68
pricing / compensation dissatisfaction,Tigerair,4,0.68
pricing / compensation dissatisfaction,Wizz Air,4,0.68
pricing / compensation dissatisfaction,Air Europa,3,0.51
pricing / compensation dissatisfaction,Air Malta,3,0.51
pricing / compensation dissatisfaction,China Airlines,3,0.51
pricing / compensation dissatisfaction,Continental Airlines,3,0.51
pricing / compensation dissatisfaction,Garuda Indonesia,3,0.51
pricing / compensation dissatisfaction,Gulf Air,3,0.51
pricing / compensation dissatisfaction,Liat,3,0.51
pricing / compensation dissatisfaction,Malaysia Airlines,3,0.51
pricing / compensation dissatisfaction,Precision,3,0.51
pricing / compensation dissatisfaction,Royal Brunei Airlines,3,0.51
pricing / compensation dissatisfaction,Tam Airlines,3,0.51
pricing / compensation dissatisfaction,Vietnam Airlines,3,0.51
pricing / compensation dissatisfaction,Virgin Atlantic Airways,3,0.51
pricing / compensation dissatisfaction,Aeroflot Russian Airlines,2,0.34
pricing / compensation dissatisfaction,Aeromexico,2,0.34
pricing / compensation dissatisfaction,Air Blue,2,0.34
pricing / compensation dissatisfaction,Air New Zealand,2,0.34
pricing / compensation dissatisfaction,Air Tahiti Nui,2,0.34
pricing / compensation dissatisfaction,Airasia X,2,0.34
pricing / compensation dissatisfaction,Alitalia,2,0.34
pricing / compensation dissatisfaction,Bmi British Midland International,2,0.34
pricing / compensation dissatisfaction,Bulgaria Air,2,0.34
pricing / compensation dissatisfaction,Cape Air,2,0.34
pricing / compensation dissatisfaction,Cebu Pacific,2,0.34
pricing / compensation dissatisfaction,China Southern Airlines,2,0.34
pricing / compensation dissatisfaction,Condor Airlines,2,0.34
pricing / compensation dissatisfaction,Estonian Air,2,0.34
pricing / compensation dissatisfaction,Germanwings,2,0.34
pricing / compensation dissatisfaction,Israir Airlines,2,0.34
pricing / compensation dissatisfaction,Japan Airlines,2,0.34
pricing / compensation dissatisfaction,JetBlue,2,0.34
pricing / compensation dissatisfaction,Jetstar Asia,2,0.34
pricing / compensation dissatisfaction,Kulula,2,0.34
pricing / compensation dissatisfaction,Lion Air,2,0.34
pricing / compensation dissatisfaction,Lot Polish Airlines,2,0.34
pricing / compensation dissatisfaction,Qatar Airways,2,0.34
pricing / compensation dissatisfaction,Royal Jordanian Airlines,2,0.34
pricing / compensation dissatisfaction,Sata Air Azores,2,0.34
pricing / compensation dissatisfaction,Shandong Airlines,2,0.34
pricing / compensation dissatisfaction,Shanghai Airlines,2,0.34
pricing / compensation dissatisfaction,Singapore Airlines,2,0.34
pricing / compensation dissatisfaction,Smartwings,2,0.34
pricing / compensation dissatisfaction,South African Airways,2,0.34
pricing / compensation dissatisfaction,Swiss International Air Lines,2,0.34
pricing / compensation dissatisfaction,Taca,2,0.34
pricing / compensation dissatisfaction,Transavia,2,0.34
pricing / compensation dissatisfaction,Virgin America,2,0.34
pricing / compensation dissatisfaction,Xl Airways France,2,0.34
pricing / compensation dissatisfaction,Aegean Airlines,1,0.17
pricing / compensation dissatisfaction,Aerogal Aerolineas Galapagos,1,0.17
pricing / compensation dissatisfaction,Air Arabia,1,0.17
pricing / compensation dissatisfaction,Air Caraibes,1,0.17
pricing / compensation dissatisfaction,Air Greenland,1,0.17
pricing / compensation dissatisfaction,Air India,1,0.17
pricing / compensation dissatisfaction,Air Mauritius,1,0.17
pricing / compensation dissatisfaction,Air Serbia,1,0.17
pricing / compensation dissatisfaction,Air Seychelles,1,0.17
pricing / compensation dissatisfaction,Airbaltic,1,0.17
pricing / compensation dissatisfaction,Airnorth,1,0.17
pricing / compensation dissatisfaction,American Eagle,1,0.17
pricing / compensation dissatisfaction,Ana All Nippon Airways,1,0.17
pricing / compensation dissatisfaction,Arkia Israeli,1,0.17
pricing / compensation dissatisfaction,Austrian Airlines,1,0.17
pricing / compensation dissatisfaction,Avianca,1,0.17
pricing / compensation dissatisfaction,Bahamasair,1,0.17
pricing / compensation dissatisfaction,Bangkok Airways,1,0.17
pricing / compensation dissatisfaction,Cityjet,1,0.17
pricing / compensation dissatisfaction,Csa Czech Airlines,1,0.17
pricing / compensation dissatisfaction,Cubana Airlines,1,0.17
pricing / compensation dissatisfaction,Delta,1,0.17
pricing / compensation dissatisfaction,Egyptair,1,0.17
pricing / compensation dissatisfaction,Eurowings,1,0.17
pricing / compensation dissatisfaction,Eva Air,1,0.17
pricing / compensation dissatisfaction,Fiji Airways,1,0.17
pricing / compensation dissatisfaction,Gol,1,0.17
pricing / compensation dissatisfaction,Hainan Airlines,1,0.17
pricing / compensation dissatisfaction,Indigo Airlines,1,0.17
pricing / compensation dissatisfaction,Island,1,0.17
pricing / compensation dissatisfaction,Jet2 Com,1,0.17
pricing / compensation dissatisfaction,Jetairfly,1,0.17
pricing / compensation dissatisfaction,Jetstar Pacific,1,0.17
pricing / compensation dissatisfaction,Juneyao Airlines,1,0.17
pricing / compensation dissatisfaction,Kuwait Airways,1,0.17
pricing / compensation dissatisfaction,Lan Airlines,1,0.17
pricing / compensation dissatisfaction,Meridiana,1,0.17
pricing / compensation dissatisfaction,Mokulele Airlines,1,0.17
pricing / compensation dissatisfaction,Olympic Air,1,0.17
pricing / compensation dissatisfaction,Oman Air,1,0.17
pricing / compensation dissatisfaction,Openskies,1,0.17
pricing / compensation dissatisfaction,Orient Thai,1,0.17
pricing / compensation dissatisfaction,Pegasus Airlines,1,0.17
pricing / compensation dissatisfaction,Safi Airways,1,0.17
pricing / compensation dissatisfaction,Sas Scandinavian Airlines,1,0.17
pricing / compensation dissatisfaction,Silkair,1,0.17
pricing / compensation dissatisfaction,Skybus,1,0.17
pricing / compensation dissatisfaction,Skymark Airlines,1,0.17
pricing / compensation dissatisfaction,Sun Country Airlines,1,0.17
pricing / compensation dissatisfaction,Transaero Airlines,1,0.17
pricing / compensation dissatisfaction,Turkmenistan Airlines,1,0.17
pricing / compensation dissatisfaction,Ukraine International Airlines,1,0.17
pricing / compensation dissatisfaction,Vlm Airlines,1,0.17
pricing / compensation dissatisfaction,Volotea,1,0.17
pricing / compensation dissatisfaction,Westjet,1,0.17
pricing / compensation dissatisfaction,Wow Air,1,0.17
rebooking friction,Spirit Airlines,62,7.6
rebooking friction,Frontier Airlines,43,5.27
rebooking friction,United Airlines,43,5.27
rebooking friction,American Airlines,42,5.15
rebooking friction,Us Airways,28,3.43
rebooking friction,Delta Air Lines,27,3.31
rebooking friction,Air Canada,24,2.94
rebooking friction,Jet Airways,15,1.84
rebooking friction,Lufthansa,14,1.72
rebooking friction,Air Canada Rouge,12,1.47
rebooking friction,British Airways,11,1.35
rebooking friction,Spirit,11,1.35
rebooking friction,United,11,1.35
rebooking friction,Air France,10,1.23
rebooking friction,Aeromexico,9,1.1
rebooking friction,Airasia,9,1.1
rebooking friction,Allegiant Air,9,1.1
rebooking friction,Delta,9,1.1
rebooking friction,JetBlue,9,1.1
rebooking friction,Klm Royal Dutch Airlines,9,1.1
rebooking friction,Norwegian,9,1.1
rebooking friction,Southwest,9,1.1
rebooking friction,Southwest Airlines,9,1.1
rebooking friction,Tap Portugal,9,1.1
rebooking friction,Vueling Airlines,9,1.1
rebooking friction,Air New Zealand,8,0.98
rebooking friction,Alaska,8,0.98
rebooking friction,Continental Airlines,8,0.98
rebooking friction,Ethiopian Airlines,8,0.98
rebooking friction,Frontier,8,0.98
rebooking friction,Icelandair,8,0.98
rebooking friction,Lan Airlines,8,0.98
rebooking friction,Porter Airlines,8,0.98
rebooking friction,Turkish Airlines,8,0.98
rebooking friction,Aer Lingus,7,0.86
rebooking friction,Aerolineas Argentinas,7,0.86
rebooking friction,American,7,0.86
rebooking friction,Ryanair,7,0.86
rebooking friction,Sas Scandinavian Airlines,7,0.86
rebooking friction,Tigerair,7,0.86
rebooking friction,Air China,6,0.74
rebooking friction,Alaska Airlines,6,0.74
rebooking friction,American Eagle,6,0.74
rebooking friction,China Airlines,6,0.74
rebooking friction,Copa Airlines,6,0.74
rebooking friction,Emirates,6,0.74
rebooking friction,Jetblue Airways,6,0.74
rebooking friction,Virgin Australia,6,0.74
rebooking friction,Alitalia,5,0.61
rebooking friction,Cathay Pacific Airways,5,0.61
rebooking friction,Condor Airlines,5,0.61
rebooking friction,Etihad Airways,5,0.61
rebooking friction,Finnair,5,0.61
rebooking friction,Jetstar Airways,5,0.61
rebooking friction,Lot Polish Airlines,5,0.61
rebooking friction,Air Europa,4,0.49
rebooking friction,Easyjet,4,0.49
rebooking friction,Fiji Airways,4,0.49
rebooking friction,Hawaiian Airlines,4,0.49
rebooking friction,Iberia,4,0.49
rebooking friction,Qantas Airways,4,0.49
rebooking friction,Swiss International Air Lines,4,0.49
rebooking friction,Virgin America,4,0.49
rebooking friction,Aeroflot Russian Airlines,3,0.37
rebooking friction,Air Astana,3,0.37
rebooking friction,Air India,3,0.37
rebooking friction,Austrian Airlines,3,0.37
rebooking friction,China Eastern Airlines,3,0.37
rebooking friction,China Southern Airlines,3,0.37
rebooking friction,Kenya Airways,3,0.37
rebooking friction,Philippine Airlines,3,0.37
rebooking friction,Sunwing Airlines,3,0.37
rebooking friction,Aegean Airlines,2,0.25
rebooking friction,Afriqiyah Airways,2,0.25
rebooking friction,Air Namibia,2,0.25
rebooking friction,Avianca,2,0.25
rebooking friction,Bangkok Airways,2,0.25
rebooking friction,Bmi British Midland International,2,0.25
rebooking friction,Cape Air,2,0.25
rebooking friction,Cebu Pacific,2,0.25
rebooking friction,Csa Czech Airlines,2,0.25
rebooking friction,Dragonair,2,0.25
rebooking friction,Estonian Air,2,0.25
rebooking friction,Flybe,2,0.25
rebooking friction,Korean Air,2,0.25
rebooking friction,Lion Air,2,0.25
rebooking friction,Malaysia Airlines,2,0.25
rebooking friction,Monarch Airlines,2,0.25
rebooking friction,Phuket Air,2,0.25
rebooking friction,Royal Air Maroc,2,0.25
rebooking friction,S7 Siberia Airlines,2,0.25
rebooking friction,Scoot,2,0.25
rebooking friction,Singapore Airlines,2,0.25
rebooking friction,South African Airways,2,0.25
rebooking friction,Srilankan Airlines,2,0.25
rebooking friction,Sun Country Airlines,2,0.25
rebooking friction,Taca,2,0.25
rebooking friction,Thai Airways,2,0.25
rebooking friction,Thomas Cook Airlines,2,0.25
rebooking friction,Ukraine International Airlines,2,0.25
rebooking friction,Vietnam Airlines,2,0.25
rebooking friction,Westjet,2,0.25
rebooking friction,Wizz Air,2,0.25
rebooking friction,Xl Airways France,2,0.25
rebooking friction,Air Berlin,1,0.12
rebooking friction,Air Koryo,1,0.12
rebooking friction,Air Malta,1,0.12
rebooking friction,Air Niugini,1,0.12
rebooking friction,Air Seychelles,1,0.12
rebooking friction,Airasia X,1,0.12
rebooking friction,Airasia Zest,1,0.12
rebooking friction,Airbaltic,1,0.12
rebooking friction,Asiana Airlines,1,0.12
rebooking friction,Blue Islands,1,0.12
rebooking friction,Blue1,1,0.12
rebooking friction,Boliviana De Aviacin,1,0.12
rebooking friction,Brussels Airlines,1,0.12
rebooking friction,Buddha Air,1,0.12
rebooking friction,Edelweiss Air,1,0.12
rebooking friction,Egyptair,1,0.12
rebooking friction,El Al Israel Airlines,1,0.12
rebooking friction,Eva Air,1,0.12
rebooking friction,Garuda Indonesia,1,0.12
rebooking friction,Germanwings,1,0.12
rebooking friction,Gulf Air,1,0.12
rebooking friction,Indigo Airlines,1,0.12
rebooking friction,Jet2 Com,1,0.12
rebooking friction,Jetstar Asia,1,0.12
rebooking friction,Lan Peru,1,0.12
rebooking friction,Lao Airlines,1,0.12
rebooking friction,Liat,1,0.12
rebooking friction,Meridiana,1,0.12
rebooking friction,Mokulele Airlines,1,0.12
rebooking friction,Openskies,1,0.12
rebooking friction,Qantaslink,1,0.12
rebooking friction,Qatar Airways,1,0.12
rebooking friction,Rossiya Airlines,1,0.12
rebooking friction,Sa Express,1,0.12
rebooking friction,Safi Airways,1,0.12
rebooking friction,Sata Internacional,1,0.12
rebooking friction,Saudi Arabian Airlines,1,0.12
rebooking friction,Skywest Airlines,1,0.12
rebooking friction,Spring,1,0.12
rebooking friction,Surinam Airways,1,0.12
rebooking friction,Vlm Airlines,1,0.12
rebooking friction,Volaris,1,0.12
rebooking friction,Wideroe,1,0.12
rebooking friction,Wow Air,1,0.12
refund difficulty,Spirit Airlines,146,9.54
refund difficulty,Allegiant Air,48,3.14
refund difficulty,United Airlines,47,3.07
refund difficulty,Frontier Airlines,46,3.0
refund difficulty,Sunwing Airlines,44,2.87
refund difficulty,Tigerair,38,2.48
refund difficulty,British Airways,32,2.09
refund difficulty,Jetstar Airways,32,2.09
refund difficulty,American Airlines,31,2.02
refund difficulty,Norwegian,29,1.89
refund difficulty,Flybe,28,1.83
refund difficulty,Us Airways,28,1.83
refund difficulty,Air Canada,26,1.7
refund difficulty,Southwest Airlines,25,1.63
refund difficulty,Air Canada Rouge,21,1.37
refund difficulty,Jet Airways,21,1.37
refund difficulty,Ryanair,21,1.37
refund difficulty,Thomas Cook Airlines,20,1.31
refund difficulty,Air Transat,19,1.24
refund difficulty,Emirates,19,1.24
refund difficulty,Vueling Airlines,18,1.18
refund difficulty,Lufthansa,17,1.11
refund difficulty,Wizz Air,17,1.11
refund difficulty,Airasia,16,1.05
refund difficulty,Easyjet,16,1.05
refund difficulty,Jetblue Airways,16,1.05
refund difficulty,Klm Royal Dutch Airlines,16,1.05
refund difficulty,Etihad Airways,15,0.98
refund difficulty,Jet2 Com,14,0.91
refund difficulty,Aer Lingus,13,0.85
refund difficulty,Srilankan Airlines,13,0.85
refund difficulty,Monarch Airlines,12,0.78
refund difficulty,Scoot,12,0.78
refund difficulty,Virgin Australia,12,0.78
refund difficulty,Air France,11,0.72
refund difficulty,Alaska Airlines,11,0.72
refund difficulty,Delta Air Lines,11,0.72
refund difficulty,Thomson Airways,11,0.72
refund difficulty,Iberia,9,0.59
refund difficulty,Qatar Airways,9,0.59
refund difficulty,Virgin America,9,0.59
refund difficulty,Virgin Atlantic Airways,9,0.59
refund difficulty,Airbaltic,8,0.52
refund difficulty,Canjet Airlines,8,0.52
refund difficulty,Icelandair,8,0.52
refund difficulty,JetBlue,8,0.52
refund difficulty,Pegasus Airlines,8,0.52
refund difficulty,Royal Air Maroc,8,0.52
refund difficulty,Spirit,8,0.52
refund difficulty,Air Berlin,7,0.46
refund difficulty,Airasia X,7,0.46
refund difficulty,Cathay Pacific Airways,7,0.46
refund difficulty,Cebu Pacific,7,0.46
refund difficulty,Continental Airlines,7,0.46
refund difficulty,Eva Air,7,0.46
refund difficulty,Finnair,7,0.46
refund difficulty,Germanwings,7,0.46
refund difficulty,Liat,7,0.46
refund difficulty,Philippine Airlines,7,0.46
refund difficulty,Porter Airlines,7,0.46
refund difficulty,Tam Airlines,7,0.46
refund difficulty,Turkish Airlines,7,0.46
refund difficulty,Westjet,7,0.46
refund difficulty,Air New Zealand,6,0.39
refund difficulty,Brussels Airlines,6,0.39
refund difficulty,Egyptair,6,0.39
refund difficulty,Frontier,6,0.39
refund difficulty,Hawaiian Airlines,6,0.39
refund difficulty,Lan Airlines,6,0.39
refund difficulty,South African Airways,6,0.39
refund difficulty,Aerolineas Argentinas,5,0.33
refund difficulty,Air Malta,5,0.33
refund difficulty,Alitalia,5,0.33
refund difficulty,Delta,5,0.33
refund difficulty,Ethiopian Airlines,5,0.33
refund difficulty,Flydubai,5,0.33
refund difficulty,Kuwait Airways,5,0.33
refund difficulty,Saudi Arabian Airlines,5,0.33
refund difficulty,Singapore Airlines,5,0.33
refund difficulty,Spicejet,5,0.33
refund difficulty,Tap Portugal,5,0.33
refund difficulty,Vietnam Airlines,5,0.33
refund difficulty,Aeromexico,4,0.26
refund difficulty,Air Astana,4,0.26
refund difficulty,Air Europa,4,0.26
refund difficulty,Air Tahiti Nui,4,0.26
refund difficulty,Alaska,4,0.26
refund difficulty,Austrian Airlines,4,0.26
refund difficulty,Bmi British Midland International,4,0.26
refund difficulty,China Airlines,4,0.26
refund difficulty,China Eastern Airlines,4,0.26
refund difficulty,Condor Airlines,4,0.26
refund difficulty,Fiji Airways,4,0.26
refund difficulty,Jetstar Pacific,4,0.26
refund difficulty,Korean Air,4,0.26
refund difficulty,Kulula,4,0.26
refund difficulty,Lot Polish Airlines,4,0.26
refund difficulty,Precision,4,0.26
refund difficulty,Qantas Airways,4,0.26
refund difficulty,Royal Brunei Airlines,4,0.26
refund difficulty,Southwest,4,0.26
refund difficulty,Air China,3,0.2
refund difficulty,American,3,0.2
refund difficulty,Avianca,3,0.2
refund difficulty,Bahamasair,3,0.2
refund difficulty,China Southern Airlines,3,0.2
refund difficulty,Cityjet,3,0.2
refund difficulty,Cubana Airlines,3,0.2
refund difficulty,Darwin,3,0.2
refund difficulty,Garuda Indonesia,3,0.2
refund difficulty,Hong Kong Airlines,3,0.2
refund difficulty,Jetstar Asia,3,0.2
refund difficulty,Lion Air,3,0.2
refund difficulty,Malaysia Airlines,3,0.2
refund difficulty,Meridiana,3,0.2
refund difficulty,Onur Air,3,0.2
refund difficulty,Openskies,3,0.2
refund difficulty,Sas Scandinavian Airlines,3,0.2
refund difficulty,Sata Internacional,3,0.2
refund difficulty,Silkair,3,0.2
refund difficulty,Swiss International Air Lines,3,0.2
refund difficulty,Thai Airways,3,0.2
refund difficulty,Transavia,3,0.2
refund difficulty,United,3,0.2
refund difficulty,Xl Airways France,3,0.2
refund difficulty,Aegean Airlines,2,0.13
refund difficulty,Aeroflot Russian Airlines,2,0.13
refund difficulty,Air India,2,0.13
refund difficulty,Air Namibia,2,0.13
refund difficulty,Air Seychelles,2,0.13
refund difficulty,Airasia Zest,2,0.13
refund difficulty,Arik Air,2,0.13
refund difficulty,Aurigny Air,2,0.13
