theme,airline,count,share_within_theme_pct
baggage problems,Spirit Airlines,332,5.26
baggage problems,Ryanair,190,3.01
baggage problems,United Airlines,139,2.2
baggage problems,Frontier Airlines,134,2.12
baggage problems,British Airways,121,1.92
baggage problems,Easyjet,119,1.88
baggage problems,Jet Airways,104,1.65
baggage problems,Wizz Air,103,1.63
baggage problems,Vueling Airlines,100,1.58
baggage problems,Allegiant Air,97,1.54
baggage problems,Air Canada,95,1.5
baggage problems,American Airlines,92,1.46
baggage problems,Norwegian,85,1.35
baggage problems,Jetstar Airways,82,1.3
baggage problems,Southwest Airlines,78,1.23
baggage problems,Sunwing Airlines,77,1.22
baggage problems,Aer Lingus,75,1.19
baggage problems,Us Airways,75,1.19
baggage problems,Tap Portugal,74,1.17
baggage problems,Airasia,72,1.14
baggage problems,Emirates,70,1.11
baggage problems,Delta Air Lines,65,1.03
baggage problems,Turkish Airlines,65,1.03
baggage problems,Etihad Airways,63,1.0
baggage problems,Jet2 Com,63,1.0
baggage problems,Air Berlin,61,0.97
baggage problems,Monarch Airlines,60,0.95
baggage problems,Lufthansa,59,0.93
baggage problems,Air Transat,58,0.92
baggage problems,Tigerair,57,0.9
baggage problems,Flybe,55,0.87
baggage problems,Alitalia,53,0.84
baggage problems,Iberia,50,0.79
baggage problems,Aegean Airlines,48,0.76
baggage problems,Sas Scandinavian Airlines,48,0.76
baggage problems,Thomas Cook Airlines,48,0.76
baggage problems,Air Canada Rouge,47,0.74
baggage problems,Icelandair,47,0.74
baggage problems,Qantas Airways,47,0.74
baggage problems,Virgin Atlantic Airways,47,0.74
baggage problems,Klm Royal Dutch Airlines,46,0.73
baggage problems,Qatar Airways,46,0.73
baggage problems,Air France,44,0.7
baggage problems,Airbaltic,43,0.68
baggage problems,Virgin Australia,43,0.68
baggage problems,Brussels Airlines,42,0.66
baggage problems,Hawaiian Airlines,42,0.66
baggage problems,Finnair,41,0.65
baggage problems,Virgin America,41,0.65
baggage problems,Airasia X,40,0.63
baggage problems,China Eastern Airlines,40,0.63
baggage problems,China Southern Airlines,40,0.63
baggage problems,Garuda Indonesia,40,0.63
baggage problems,Air New Zealand,39,0.62
baggage problems,Alaska Airlines,39,0.62
baggage problems,Ethiopian Airlines,39,0.62
baggage problems,Swiss International Air Lines,39,0.62
baggage problems,Thomson Airways,38,0.6
baggage problems,Vietnam Airlines,38,0.6
baggage problems,Air India,37,0.59
baggage problems,Malaysia Airlines,37,0.59
baggage problems,Philippine Airlines,36,0.57
baggage problems,Aeroflot Russian Airlines,35,0.55
baggage problems,Lan Airlines,35,0.55
baggage problems,Royal Air Maroc,35,0.55
baggage problems,Jetblue Airways,34,0.54
baggage problems,Pegasus Airlines,34,0.54
baggage problems,Air Europa,33,0.52
baggage problems,South African Airways,33,0.52
baggage problems,Tam Airlines,32,0.51
baggage problems,Cathay Pacific Airways,31,0.49
baggage problems,Condor Airlines,31,0.49
baggage problems,Bangkok Airways,30,0.47
baggage problems,Bmi British Midland International,30,0.47
baggage problems,Kenya Airways,29,0.46
baggage problems,Liat,29,0.46
baggage problems,China Airlines,28,0.44
baggage problems,Egyptair,28,0.44
baggage problems,Scoot,28,0.44
baggage problems,Air China,26,0.41
baggage problems,Austrian Airlines,26,0.41
baggage problems,Germanwings,26,0.41
baggage problems,Eva Air,25,0.4
baggage problems,Continental Airlines,24,0.38
baggage problems,Aeromexico,23,0.36
baggage problems,Ukraine International Airlines,23,0.36
baggage problems,Srilankan Airlines,22,0.35
baggage problems,Thai Airways,21,0.33
baggage problems,Ana All Nippon Airways,20,0.32
baggage problems,Nok Air,20,0.32
baggage problems,Precision,20,0.32
baggage problems,Avianca,19,0.3
baggage problems,Cebu Pacific,19,0.3
baggage problems,Porter Airlines,19,0.3
baggage problems,Cityjet,18,0.28
baggage problems,Csa Czech Airlines,18,0.28
baggage problems,Fiji Airways,18,0.28
baggage problems,Indigo Airlines,18,0.28
baggage problems,Aerolineas Argentinas,17,0.27
baggage problems,Copa Airlines,17,0.27
baggage problems,Kuwait Airways,17,0.27
baggage problems,Transavia,17,0.27
baggage problems,Asiana Airlines,16,0.25
baggage problems,El Al Israel Airlines,16,0.25
baggage problems,Korean Air,16,0.25
baggage problems,Singapore Airlines,16,0.25
baggage problems,Volaris,16,0.25
baggage problems,Air Serbia,15,0.24
baggage problems,Jetstar Asia,15,0.24
baggage problems,Lot Polish Airlines,15,0.24
baggage problems,Oman Air,15,0.24
baggage problems,Saudi Arabian Airlines,14,0.22
baggage problems,Silkair,14,0.22
baggage problems,Tarom Romanian Airlines,14,0.22
baggage problems,Westjet,14,0.22
baggage problems,Gulf Air,13,0.21
baggage problems,Meridiana,13,0.21
baggage problems,Air Malta,12,0.19
baggage problems,American Eagle,12,0.19
baggage problems,Royal Brunei Airlines,12,0.19
baggage problems,Royal Jordanian Airlines,12,0.19
baggage problems,Taca,12,0.19
baggage problems,Dragonair,11,0.17
baggage problems,Goair,11,0.17
baggage problems,Regional Express,11,0.17
baggage problems,Sun Country Airlines,11,0.17
baggage problems,Air Koryo,10,0.16
baggage problems,Cubana Airlines,10,0.16
baggage problems,Flydubai,10,0.16
baggage problems,Hainan Airlines,10,0.16
baggage problems,Pia Pakistan International Airlines,10,0.16
baggage problems,Spirit,10,0.16
baggage problems,Tuifly,10,0.16
baggage problems,Xl Airways France,10,0.16
baggage problems,Air Tahiti Nui,9,0.14
baggage problems,Alaska,9,0.14
baggage problems,Croatia Airlines,9,0.14
baggage problems,Firefly,9,0.14
baggage problems,Malindo Air,9,0.14
baggage problems,Niki,9,0.14
baggage problems,Onur Air,9,0.14
baggage problems,Spicejet,9,0.14
baggage problems,United,9,0.14
baggage problems,Air Algerie,8,0.13
baggage problems,Ba Cityflyer,8,0.13
baggage problems,Blue Air,8,0.13
baggage problems,Blue Islands,8,0.13
baggage problems,Bulgaria Air,8,0.13
baggage problems,Hong Kong,8,0.13
baggage problems,Lan Peru,8,0.13
baggage problems,Santa Barbara,8,0.13
baggage problems,Southwest,8,0.13
baggage problems,Afriqiyah Airways,7,0.11
baggage problems,Air Astana,7,0.11
baggage problems,Aurigny Air,7,0.11
baggage problems,Bmi Regional,7,0.11
baggage problems,Caribbean Airlines,7,0.11
baggage problems,Corsair,7,0.11
baggage problems,Eastern Airways,7,0.11
baggage problems,JetBlue,7,0.11
baggage problems,Kulula,7,0.11
baggage problems,Lion Air,7,0.11
baggage problems,Olympic Air,7,0.11
baggage problems,Openskies,7,0.11
baggage problems,Qantaslink,7,0.11
baggage problems,Rossiya Airlines,7,0.11
baggage problems,Sa Express,7,0.11
baggage problems,Vlm Airlines,7,0.11
baggage problems,Wow Air,7,0.11
baggage problems,Air Blue,6,0.09
baggage problems,Air Mauritius,6,0.09
baggage problems,Canjet Airlines,6,0.09
baggage problems,Gol,6,0.09
baggage problems,Insel Air,6,0.09
baggage problems,Kam Air,6,0.09
baggage problems,Luxair,6,0.09
baggage problems,Transaero Airlines,6,0.09
baggage problems,Adria Airways,5,0.08
baggage problems,Air Nostrum,5,0.08
baggage problems,American,5,0.08
baggage problems,Arkefly,5,0.08
baggage problems,Atlasjet Airlines,5,0.08
baggage problems,Biman Bangladesh,5,0.08
baggage problems,Comair,5,0.08
baggage problems,Estonian Air,5,0.08
baggage problems,Frontier,5,0.08
baggage problems,Hong Kong Airlines,5,0.08
baggage problems,Iran Air,5,0.08
baggage problems,Japan Airlines,5,0.08
baggage problems,Jetstar Pacific,5,0.08
baggage problems,Mea Middle East Airlines,5,0.08
baggage problems,Orient Thai,5,0.08
baggage problems,Sata Air Azores,5,0.08
baggage problems,Sata Internacional,5,0.08
baggage problems,Shanghai Airlines,5,0.08
baggage problems,Sichuan Airlines,5,0.08
baggage problems,Sky Airline,5,0.08
baggage problems,Skywest Airlines,5,0.08
baggage problems,Smartwings,5,0.08
baggage problems,Spring,5,0.08
baggage problems,Aigle Azur,4,0.06
baggage problems,Air Arabia,4,0.06
baggage problems,Air Moldova,4,0.06
baggage problems,Avior Airlines,4,0.06
baggage problems,Azul Linhas Aereas Brasileiras,4,0.06
baggage problems,Bluexpress,4,0.06
baggage problems,Delta,4,0.06
baggage problems,Eurowings,4,0.06
baggage problems,Mango,4,0.06
baggage problems,Phuket Air,4,0.06
baggage problems,S7 Siberia Airlines,4,0.06
baggage problems,Syrianair,4,0.06
baggage problems,Tunisair,4,0.06
baggage problems,Turkmenistan Airlines,4,0.06
baggage problems,Aerosur,3,0.05
baggage problems,Air Bagan,3,0.05
baggage problems,Air Botswana,3,0.05
baggage problems,Air Namibia,3,0.05
baggage problems,Air Vanuata,3,0.05
baggage problems,Arik Air,3,0.05
baggage problems,Azerbaijan Airlines,3,0.05
baggage problems,Bahamasair,3,0.05
baggage problems,Cayman Airways,3,0.05
baggage problems,Darwin,3,0.05
baggage problems,Dniproavia,3,0.05
baggage problems,Island,3,0.05
baggage problems,Jazeera Airways,3,0.05
baggage problems,Juneyao Airlines,3,0.05
baggage problems,Lam Mozambique Airlines,3,0.05
baggage problems,Myanmar Airways,3,0.05
baggage problems,Small Planet Airlines Uab,3,0.05
baggage problems,Solomon Airlines,3,0.05
baggage problems,Volotea,3,0.05
baggage problems,Yemenia,3,0.05
baggage problems,Air Austral,2,0.03
baggage problems,Air Busan,2,0.03
baggage problems,Air Caraibes,2,0.03
baggage problems,Air Dolomiti,2,0.03
baggage problems,Air Macau,2,0.03
baggage problems,Air Seychelles,2,0.03
baggage problems,Air Zimbabwe,2,0.03
baggage problems,Airnorth,2,0.03
baggage problems,Asky Airlines,2,0.03
baggage problems,Blue1,2,0.03
baggage problems,Cambodia Angkor Airlines,2,0.03
baggage problems,Cape Air,2,0.03
baggage problems,Conviasa,2,0.03
baggage problems,Fly540 Com,2,0.03
baggage problems,Flynas,2,0.03
baggage problems,Georgian Airways,2,0.03
baggage problems,Interjet,2,0.03
baggage problems,Israir Airlines,2,0.03
baggage problems,Jetairfly,2,0.03
baggage problems,Lao Airlines,2,0.03
baggage problems,Libyan Airlines,2,0.03
baggage problems,Mahan Air,2,0.03
baggage problems,Mokulele Airlines,2,0.03
baggage problems,Moldavian Airlines,2,0.03
baggage problems,Montenegro Airlines,2,0.03
baggage problems,Rwandair,2,0.03
baggage problems,Skymark Airlines,2,0.03
baggage problems,Tame,2,0.03
baggage problems,Uzbekistan Airways,2,0.03
baggage problems,Xiamen Airlines,2,0.03
baggage problems,Aerogal Aerolineas Galapagos,1,0.02
baggage problems,Air Corsica,1,0.02
baggage problems,Air India Express,1,0.02
baggage problems,Air Madagascar,1,0.02
baggage problems,Air Memphis,1,0.02
baggage problems,Air North Yukons Airline,1,0.02
baggage problems,Aircalin,1,0.02
baggage problems,Anadolujet,1,0.02
baggage problems,Atlantic Airways,1,0.02
baggage problems,Avianca Brasil,1,0.02
baggage problems,Belavia,1,0.02
baggage problems,Berjaya Air,1,0.02
baggage problems,Bhutan Airlines,1,0.02
baggage problems,Binter Canarias,1,0.02
baggage problems,Canadian North,1,0.02
baggage problems,Carpatair,1,0.02
baggage problems,Druk Air,1,0.02
baggage problems,Edelweiss Air,1,0.02
baggage problems,Eritrean Airlines,1,0.02
baggage problems,Europe Airpost,1,0.02
baggage problems,Far Eastern,1,0.02
baggage problems,Felix Airways,1,0.02
baggage problems,Free Bird,1,0.02
baggage problems,Helvetic,1,0.02
baggage problems,Horizon Air,1,0.02
baggage problems,Jeju Air,1,0.02
baggage problems,Jin Air,1,0.02
baggage problems,Lan Colombia,1,0.02
baggage problems,Martinair,1,0.02
baggage problems,Miat Mongolian,1,0.02
baggage problems,Nordavia,1,0.02
baggage problems,Peruvian Airlines,1,0.02
baggage problems,Regent Airways,1,0.02
baggage problems,Safi Airways,1,0.02
baggage problems,Shenzhen Airlines,1,0.02
baggage problems,Sriwijaya Air,1,0.02
baggage problems,Star Per,1,0.02
baggage problems,Taca Regional,1,0.02
baggage problems,Tacv Cabo,1,0.02
baggage problems,Tajikistan Airlines,1,0.02
baggage problems,Thomas Cook Airlines Scandinavia,1,0.02
baggage problems,Transasia Airways,1,0.02
baggage problems,Ural Airlines,1,0.02
baggage problems,Utair Aviation,1,0.02
baggage problems,Vietjetair,1,0.02
baggage problems,Yangon Airways,1,0.02
cancellation stress,Spirit Airlines,211,6.62
cancellation stress,United Airlines,166,5.21
cancellation stress,Us Airways,100,3.14
cancellation stress,American Airlines,99,3.11
cancellation stress,Flybe,93,2.92
cancellation stress,Allegiant Air,91,2.86
cancellation stress,Tigerair,64,2.01
cancellation stress,Jet Airways,60,1.88
cancellation stress,Air Canada,53,1.66
cancellation stress,Frontier Airlines,52,1.63
cancellation stress,British Airways,50,1.57
cancellation stress,Jetstar Airways,46,1.44
cancellation stress,Vueling Airlines,43,1.35
cancellation stress,Delta Air Lines,40,1.26
cancellation stress,Tap Portugal,36,1.13
cancellation stress,Air Canada Rouge,34,1.07
cancellation stress,Lufthansa,33,1.04
cancellation stress,Porter Airlines,33,1.04
cancellation stress,Qantas Airways,32,1.0
cancellation stress,Aerolineas Argentinas,30,0.94
cancellation stress,Jetblue Airways,30,0.94
cancellation stress,Lan Airlines,30,0.94
cancellation stress,Norwegian,30,0.94
cancellation stress,Air France,29,0.91
cancellation stress,Air China,28,0.88
cancellation stress,Southwest Airlines,27,0.85
cancellation stress,Virgin Australia,27,0.85
cancellation stress,Aer Lingus,25,0.78
cancellation stress,Air Berlin,25,0.78
cancellation stress,Asiana Airlines,25,0.78
cancellation stress,Emirates,25,0.78
cancellation stress,Icelandair,25,0.78
cancellation stress,Royal Air Maroc,25,0.78
cancellation stress,Ryanair,25,0.78
cancellation stress,Fiji Airways,24,0.75
cancellation stress,Korean Air,24,0.75
cancellation stress,China Southern Airlines,23,0.72
cancellation stress,Kenya Airways,23,0.72
cancellation stress,Airasia X,22,0.69
cancellation stress,Finnair,22,0.69
cancellation stress,Air New Zealand,21,0.66
cancellation stress,Air Transat,21,0.66
cancellation stress,China Eastern Airlines,21,0.66
cancellation stress,Klm Royal Dutch Airlines,20,0.63
cancellation stress,Monarch Airlines,20,0.63
cancellation stress,Turkish Airlines,19,0.6
cancellation stress,Air India,18,0.56
cancellation stress,Airasia,18,0.56
cancellation stress,Continental Airlines,18,0.56
cancellation stress,Ethiopian Airlines,18,0.56
cancellation stress,Etihad Airways,18,0.56
cancellation stress,Iberia,18,0.56
cancellation stress,Thai Airways,18,0.56
cancellation stress,Vietnam Airlines,18,0.56
cancellation stress,Virgin Atlantic Airways,18,0.56
cancellation stress,Sunwing Airlines,17,0.53
cancellation stress,Cebu Pacific,16,0.5
cancellation stress,Qatar Airways,16,0.5
cancellation stress,American Eagle,15,0.47
cancellation stress,Sas Scandinavian Airlines,15,0.47
cancellation stress,Aeroflot Russian Airlines,14,0.44
cancellation stress,Austrian Airlines,14,0.44
cancellation stress,Cathay Pacific Airways,14,0.44
cancellation stress,Egyptair,14,0.44
cancellation stress,Garuda Indonesia,14,0.44
cancellation stress,Lot Polish Airlines,14,0.44
cancellation stress,Malaysia Airlines,14,0.44
cancellation stress,Philippine Airlines,14,0.44
cancellation stress,Taca,14,0.44
cancellation stress,Tam Airlines,14,0.44
cancellation stress,Wizz Air,14,0.44
cancellation stress,Airbaltic,13,0.41
cancellation stress,Cityjet,13,0.41
cancellation stress,Liat,13,0.41
cancellation stress,Pegasus Airlines,13,0.41
cancellation stress,Royal Brunei Airlines,13,0.41
cancellation stress,South African Airways,13,0.41
cancellation stress,Thomas Cook Airlines,13,0.41
cancellation stress,Thomson Airways,13,0.41
cancellation stress,Alaska Airlines,12,0.38
cancellation stress,Ana All Nippon Airways,12,0.38
cancellation stress,Gulf Air,12,0.38
cancellation stress,Meridiana,12,0.38
cancellation stress,Srilankan Airlines,12,0.38
cancellation stress,Bmi British Midland International,11,0.35
cancellation stress,Copa Airlines,11,0.35
cancellation stress,Hawaiian Airlines,11,0.35
cancellation stress,Swiss International Air Lines,11,0.35
cancellation stress,Air Europa,10,0.31
cancellation stress,Air Tahiti Nui,10,0.31
cancellation stress,Alaska,10,0.31
cancellation stress,Alitalia,10,0.31
cancellation stress,Easyjet,10,0.31
cancellation stress,Precision,10,0.31
cancellation stress,Aeromexico,9,0.28
cancellation stress,Avianca,9,0.28
cancellation stress,Japan Airlines,9,0.28
cancellation stress,Jetstar Pacific,9,0.28
cancellation stress,Kuwait Airways,9,0.28
cancellation stress,Singapore Airlines,9,0.28
cancellation stress,United,9,0.28
cancellation stress,Virgin America,9,0.28
cancellation stress,Westjet,9,0.28
cancellation stress,Aegean Airlines,8,0.25
cancellation stress,Air Astana,8,0.25
cancellation stress,Brussels Airlines,8,0.25
cancellation stress,Germanwings,8,0.25
cancellation stress,JetBlue,8,0.25
cancellation stress,Openskies,8,0.25
cancellation stress,Phuket Air,8,0.25
cancellation stress,Delta,7,0.22
cancellation stress,Flydubai,7,0.22
cancellation stress,Jet2 Com,7,0.22
cancellation stress,Pia Pakistan International Airlines,7,0.22
cancellation stress,Scoot,7,0.22
cancellation stress,Transavia,7,0.22
cancellation stress,Air Mauritius,6,0.19
cancellation stress,Airasia Zest,6,0.19
cancellation stress,Bangkok Airways,6,0.19
cancellation stress,Cambodia Angkor Airlines,6,0.19
cancellation stress,China Airlines,6,0.19
cancellation stress,Cubana Airlines,6,0.19
cancellation stress,Darwin,6,0.19
cancellation stress,Jetstar Asia,6,0.19
cancellation stress,Sata Internacional,6,0.19
cancellation stress,Saudi Arabian Airlines,6,0.19
cancellation stress,Spicejet,6,0.19
cancellation stress,Air Zimbabwe,5,0.16
cancellation stress,Blue Islands,5,0.16
cancellation stress,Condor Airlines,5,0.16
cancellation stress,Dragonair,5,0.16
cancellation stress,Eva Air,5,0.16
cancellation stress,Hong Kong Airlines,5,0.16
cancellation stress,Insel Air,5,0.16
cancellation stress,Island,5,0.16
cancellation stress,Lan Peru,5,0.16
cancellation stress,Spirit,5,0.16
cancellation stress,Ukraine International Airlines,5,0.16
cancellation stress,Vlm Airlines,5,0.16
cancellation stress,Air Malta,4,0.13
cancellation stress,Biman Bangladesh,4,0.13
